time,open,high,low,close,volume
2024-01-03 14:00:00,2074.18,2075.89,2073.63,2075.85,479
2024-01-03 15:00:00,2075.85,2076.56,2074.56,2074.85,792
2024-01-03 16:00:00,2074.85,2076.83,2074.27,2076.36,332
2024-01-03 17:00:00,2076.36,2077.95,2076.01,2077.72,360
2024-01-03 18:00:00,2077.72,2077.89,2077.58,2077.84,769
2024-01-03 19:00:00,2077.84,2079.48,2076.15,2076.34,517
2024-01-03 20:00:00,2076.34,2076.54,2075.73,2075.75,791
2024-01-03 21:00:00,2075.75,2078.0,2075.6,2077.96,833
2024-01-03 22:00:00,2077.96,2078.37,2075.52,2075.66,859
2024-01-03 23:00:00,2075.66,2075.67,2073.46,2074.02,760
2024-01-04 00:00:00,2074.02,2074.95,2073.91,2074.89,127
2024-01-04 01:00:00,2074.89,2077.18,2074.48,2076.75,877
2024-01-04 02:00:00,2076.75,2076.8,2075.57,2075.62,491
2024-01-04 03:00:00,2075.62,2075.88,2073.95,2074.17,161
2024-01-04 04:00:00,2074.17,2077.43,2074.12,2077.34,414
2024-01-04 05:00:00,2077.34,2079.25,2077.03,2078.74,920
2024-01-04 06:00:00,2078.74,2078.82,2075.23,2075.71,788
2024-01-04 07:00:00,2075.71,2078.56,2075.38,2078.09,711
2024-01-04 08:00:00,2078.09,2079.56,2077.51,2077.62,606
2024-01-04 09:00:00,2077.62,2078.36,2077.0,2077.32,711
2024-01-04 10:00:00,2077.32,2077.35,2072.96,2073.73,530
2024-01-04 11:00:00,2073.73,2075.8,2073.7,2075.51,594
2024-01-04 12:00:00,2075.51,2076.46,2072.88,2073.29,420
2024-01-04 13:00:00,2073.29,2074.3,2068.02,2069.01,721
2024-01-04 14:00:00,2069.01,2070.2,2068.21,2069.44,736
2024-01-04 15:00:00,2069.44,2070.07,2066.21,2066.71,475
2024-01-04 16:00:00,2066.71,2067.1,2064.85,2064.91,986
2024-01-04 17:00:00,2064.91,2064.96,2061.91,2062.02,766
2024-01-04 18:00:00,2062.02,2065.66,2061.69,2065.59,205
2024-01-04 19:00:00,2065.59,2065.92,2064.35,2065.01,703
2024-01-04 20:00:00,2065.01,2065.68,2060.24,2060.7,402
2024-01-04 21:00:00,2060.7,2061.12,2060.6,2060.61,647
2024-01-04 22:00:00,2060.61,2061.33,2059.12,2059.63,417
2024-01-04 23:00:00,2059.63,2059.88,2057.98,2058.46,610
2024-01-05 00:00:00,2058.46,2058.51,2055.99,2056.68,121
2024-01-05 01:00:00,2056.68,2056.69,2053.04,2053.15,596
2024-01-05 02:00:00,2053.15,2053.68,2051.41,2051.7,831
2024-01-05 03:00:00,2051.7,2052.21,2047.76,2048.07,811
2024-01-05 04:00:00,2048.07,2051.17,2047.98,2051.11,525
2024-01-05 05:00:00,2051.11,2053.43,2050.62,2052.94,932
2024-01-05 06:00:00,2052.94,2052.96,2052.12,2052.89,489
2024-01-05 07:00:00,2052.89,2053.06,2049.94,2050.28,326
2024-01-05 08:00:00,2050.28,2053.07,2050.08,2052.72,715
2024-01-05 09:00:00,2052.72,2054.46,2052.7,2054.33,893
2024-01-05 10:00:00,2054.33,2055.08,2054.15,2054.61,535
2024-01-05 11:00:00,2054.61,2056.9,2054.37,2056.08,342
2024-01-05 12:00:00,2056.08,2056.24,2054.41,2054.6,765
2024-01-05 13:00:00,2054.6,2054.99,2053.78,2054.45,426
2024-01-05 14:00:00,2054.45,2055.22,2054.28,2054.51,929
2024-01-05 15:00:00,2054.51,2057.17,2053.61,2055.76,444
2024-01-05 16:00:00,2055.76,2055.98,2054.64,2054.82,997
2024-01-05 17:00:00,2054.82,2055.44,2054.67,2055.11,703
2024-01-05 18:00:00,2055.11,2055.39,2053.31,2054.03,254
2024-01-05 19:00:00,2054.03,2054.34,2053.28,2053.57,644
2024-01-05 20:00:00,2053.57,2054.83,2053.18,2054.8,765
2024-01-05 21:00:00,2054.8,2056.82,2054.72,2056.34,504
2024-01-05 22:00:00,2056.34,2056.76,2055.06,2055.63,649
2024-01-05 23:00:00,2055.63,2056.83,2055.33,2056.21,411
2024-01-08 00:00:00,2056.21,2057.15,2054.87,2055.82,269
2024-01-08 01:00:00,2055.82,2056.19,2055.25,2055.73,844
2024-01-08 02:00:00,2055.73,2055.94,2055.16,2055.77,146
2024-01-08 03:00:00,2055.77,2056.68,2053.76,2053.78,343
2024-01-08 04:00:00,2053.78,2056.46,2053.45,2055.78,590
2024-01-08 05:00:00,2055.78,2055.89,2052.59,2052.6,925
2024-01-08 06:00:00,2052.6,2052.67,2046.59,2047.88,348
2024-01-08 07:00:00,2047.88,2052.23,2047.76,2052.18,581
2024-01-08 08:00:00,2052.18,2052.78,2049.26,2049.53,415
2024-01-08 09:00:00,2049.53,2051.88,2049.24,2050.97,924
2024-01-08 10:00:00,2050.97,2051.46,2049.82,2049.99,793
2024-01-08 11:00:00,2049.99,2051.87,2049.32,2051.78,431
2024-01-08 12:00:00,2051.78,2055.21,2051.0,2054.81,843
2024-01-08 13:00:00,2054.81,2056.62,2054.4,2055.5,156
2024-01-08 14:00:00,2055.5,2056.5,2054.61,2055.76,796
2024-01-08 15:00:00,2055.76,2055.86,2055.56,2055.65,913
2024-01-08 16:00:00,2055.65,2055.83,2051.42,2051.6,229
2024-01-08 17:00:00,2051.6,2054.05,2051.16,2053.31,489
2024-01-08 18:00:00,2053.31,2055.04,2053.18,2053.92,440
2024-01-08 19:00:00,2053.92,2056.01,2053.43,2055.2,829
2024-01-08 20:00:00,2055.2,2055.95,2054.64,2054.65,789
2024-01-08 21:00:00,2054.65,2055.14,2051.34,2052.03,774
2024-01-08 22:00:00,2052.03,2052.67,2050.42,2051.02,908
2024-01-08 23:00:00,2051.02,2051.8,2050.63,2051.24,370
2024-01-09 00:00:00,2051.24,2051.76,2051.03,2051.73,693
2024-01-09 01:00:00,2051.73,2057.49,2051.28,2057.26,791
2024-01-09 02:00:00,2057.26,2057.62,2056.23,2056.56,938
2024-01-09 03:00:00,2056.56,2057.07,2052.94,2053.89,756
2024-01-09 04:00:00,2053.89,2054.36,2051.87,2052.11,679
2024-01-09 05:00:00,2052.11,2052.75,2051.51,2051.89,180
2024-01-09 06:00:00,2051.89,2052.66,2050.83,2050.97,788
2024-01-09 07:00:00,2050.97,2051.16,2050.51,2050.92,387
2024-01-09 08:00:00,2050.92,2052.99,2050.78,2052.24,209
2024-01-09 09:00:00,2052.24,2052.89,2050.53,2050.58,168
2024-01-09 10:00:00,2050.58,2053.68,2050.54,2053.6,694
2024-01-09 11:00:00,2053.6,2054.98,2053.5,2054.54,945
2024-01-09 12:00:00,2054.54,2055.06,2051.14,2051.57,875
2024-01-09 13:00:00,2051.57,2053.49,2050.58,2053.31,411
2024-01-09 14:00:00,2053.31,2054.89,2052.6,2054.73,965
2024-01-09 15:00:00,2054.73,2056.92,2053.88,2056.19,159
2024-01-09 16:00:00,2056.19,2056.29,2053.89,2054.29,112
2024-01-09 17:00:00,2054.29,2055.4,2054.2,2054.84,904
2024-01-09 18:00:00,2054.84,2055.87,2054.7,2055.4,590
2024-01-09 19:00:00,2055.4,2056.18,2054.63,2054.64,235
2024-01-09 20:00:00,2054.64,2055.67,2053.17,2055.57,978
2024-01-09 21:00:00,2055.57,2057.4,2055.15,2056.14,731
2024-01-09 22:00:00,2056.14,2056.89,2055.99,2056.88,932
2024-01-09 23:00:00,2056.88,2058.53,2056.23,2058.06,867
2024-01-10 00:00:00,2058.06,2061.63,2058.03,2061.5,986
2024-01-10 01:00:00,2061.5,2062.3,2058.32,2058.94,344
2024-01-10 02:00:00,2058.94,2058.98,2056.92,2057.17,146
2024-01-10 03:00:00,2057.17,2059.51,2056.66,2058.68,603
2024-01-10 04:00:00,2058.68,2059.65,2057.83,2058.64,462
2024-01-10 05:00:00,2058.64,2059.97,2058.62,2059.76,509
2024-01-10 06:00:00,2059.76,2060.34,2056.07,2057.14,535
2024-01-10 07:00:00,2057.14,2057.71,2055.98,2056.12,823
2024-01-10 08:00:00,2056.12,2056.34,2053.82,2054.85,330
2024-01-10 09:00:00,2054.85,2057.96,2054.42,2056.75,833
2024-01-10 10:00:00,2056.75,2058.01,2056.18,2057.71,615
2024-01-10 11:00:00,2057.71,2058.31,2052.99,2053.53,448
2024-01-10 12:00:00,2053.53,2054.66,2053.49,2054.04,598
2024-01-10 13:00:00,2054.04,2054.51,2051.25,2052.48,639
2024-01-10 14:00:00,2052.48,2052.87,2052.4,2052.76,963
2024-01-10 15:00:00,2052.76,2056.82,2052.61,2056.63,453
2024-01-10 16:00:00,2056.63,2056.98,2055.4,2055.97,610
2024-01-10 17:00:00,2055.97,2056.91,2055.14,2056.48,396
2024-01-10 18:00:00,2056.48,2061.62,2056.17,2060.77,257
2024-01-10 19:00:00,2060.77,2061.73,2060.36,2061.52,101
2024-01-10 20:00:00,2061.52,2062.51,2061.34,2062.31,677
2024-01-10 21:00:00,2062.31,2063.93,2061.21,2063.89,968
2024-01-10 22:00:00,2063.89,2064.11,2060.32,2060.76,872
2024-01-10 23:00:00,2060.76,2061.37,2058.98,2059.11,343
2024-01-11 00:00:00,2059.11,2060.08,2054.54,2054.79,650
2024-01-11 01:00:00,2054.79,2054.8,2051.28,2052.22,497
2024-01-11 02:00:00,2052.22,2057.95,2052.19,2056.4,152
2024-01-11 03:00:00,2056.4,2058.27,2056.01,2058.05,764
2024-01-11 04:00:00,2058.05,2058.69,2057.95,2058.67,366
2024-01-11 05:00:00,2058.67,2058.85,2056.71,2057.27,398
2024-01-11 06:00:00,2057.27,2058.05,2054.6,2055.09,916
2024-01-11 07:00:00,2055.09,2055.94,2052.63,2052.85,802
2024-01-11 08:00:00,2052.85,2055.34,2052.68,2054.38,298
2024-01-11 09:00:00,2054.38,2057.43,2054.38,2056.85,286
2024-01-11 10:00:00,2056.85,2057.31,2055.3,2056.0,621
2024-01-11 11:00:00,2056.0,2056.89,2055.56,2056.52,613
2024-01-11 12:00:00,2056.52,2057.04,2056.06,2056.94,475
2024-01-11 13:00:00,2056.94,2057.1,2056.32,2056.46,257
2024-01-11 14:00:00,2056.46,2060.6,2055.43,2060.21,148
2024-01-11 15:00:00,2060.21,2065.24,2059.76,2065.22,100
2024-01-11 16:00:00,2065.22,2065.78,2062.66,2062.87,896
2024-01-11 17:00:00,2062.87,2063.27,2061.52,2062.49,685
2024-01-11 18:00:00,2062.49,2062.81,2061.91,2061.94,110
2024-01-11 19:00:00,2061.94,2062.1,2058.56,2059.31,643
2024-01-11 20:00:00,2059.31,2060.61,2059.19,2060.43,792
2024-01-11 21:00:00,2060.43,2062.96,2059.73,2062.9,502
2024-01-11 22:00:00,2062.9,2063.93,2062.78,2063.89,714
2024-01-11 23:00:00,2063.89,2066.21,2063.31,2065.85,870
2024-01-12 00:00:00,2065.85,2065.89,2064.35,2064.59,240
2024-01-12 01:00:00,2064.59,2064.72,2062.53,2063.25,932
2024-01-12 02:00:00,2063.25,2065.44,2062.68,2065.02,471
2024-01-12 03:00:00,2065.02,2066.32,2064.66,2065.11,989
2024-01-12 04:00:00,2065.11,2069.3,2064.5,2069.21,541
2024-01-12 05:00:00,2069.21,2069.46,2066.05,2066.28,468
2024-01-12 06:00:00,2066.28,2066.37,2063.41,2063.67,224
2024-01-12 07:00:00,2063.67,2064.71,2061.41,2061.56,332
2024-01-12 08:00:00,2061.56,2061.86,2061.25,2061.29,919
2024-01-12 09:00:00,2061.29,2061.99,2060.77,2061.01,618
2024-01-12 10:00:00,2061.01,2061.47,2060.0,2060.53,399
2024-01-12 11:00:00,2060.53,2061.43,2060.0,2060.86,601
2024-01-12 12:00:00,2060.86,2061.19,2057.25,2057.6,881
2024-01-12 13:00:00,2057.6,2059.1,2056.9,2059.09,648
2024-01-12 14:00:00,2059.09,2059.49,2057.01,2057.5,506
2024-01-12 15:00:00,2057.5,2057.55,2057.0,2057.06,273
2024-01-12 16:00:00,2057.06,2059.87,2056.4,2058.99,451
2024-01-12 17:00:00,2058.99,2060.32,2058.08,2059.72,659
2024-01-12 18:00:00,2059.72,2060.09,2059.18,2059.78,801
2024-01-12 19:00:00,2059.78,2060.08,2057.19,2057.89,202
2024-01-12 20:00:00,2057.89,2058.87,2055.95,2055.97,809
2024-01-12 21:00:00,2055.97,2060.75,2055.56,2060.23,932
2024-01-12 22:00:00,2060.23,2060.36,2059.61,2059.75,241
2024-01-12 23:00:00,2059.75,2059.97,2058.24,2059.15,641
2024-01-15 00:00:00,2059.15,2059.61,2058.21,2058.26,963
2024-01-15 01:00:00,2058.26,2058.8,2057.71,2057.95,388
2024-01-15 02:00:00,2057.95,2058.67,2057.09,2058.2,702
2024-01-15 03:00:00,2058.2,2058.55,2056.89,2057.0,808
2024-01-15 04:00:00,2057.0,2057.16,2054.42,2054.67,426
2024-01-15 05:00:00,2054.67,2055.51,2052.72,2053.09,802
2024-01-15 06:00:00,2053.09,2053.13,2050.85,2051.06,536
2024-01-15 07:00:00,2051.06,2051.29,2050.37,2051.13,796
2024-01-15 08:00:00,2051.13,2051.52,2049.33,2049.49,242
2024-01-15 09:00:00,2049.49,2049.81,2046.95,2047.82,299
2024-01-15 10:00:00,2047.82,2050.61,2047.76,2049.89,653
2024-01-15 11:00:00,2049.89,2050.99,2049.72,2050.56,654
2024-01-15 12:00:00,2050.56,2052.31,2050.5,2052.06,268
2024-01-15 13:00:00,2052.06,2052.19,2051.7,2051.81,968
2024-01-15 14:00:00,2051.81,2052.23,2051.12,2051.95,483
2024-01-15 15:00:00,2051.95,2052.3,2051.77,2051.85,203
2024-01-15 16:00:00,2051.85,2052.36,2047.8,2048.15,438
2024-01-15 17:00:00,2048.15,2050.73,2047.73,2050.51,989
2024-01-15 18:00:00,2050.51,2051.82,2049.44,2051.55,500
2024-01-15 19:00:00,2051.55,2052.7,2051.07,2052.34,593
2024-01-15 20:00:00,2052.34,2052.51,2047.98,2048.39,653
2024-01-15 21:00:00,2048.39,2049.86,2048.3,2049.46,949
2024-01-15 22:00:00,2049.46,2049.83,2045.41,2046.18,778
2024-01-15 23:00:00,2046.18,2048.6,2045.41,2048.04,553
2024-01-16 00:00:00,2048.04,2048.04,2045.9,2046.22,601
2024-01-16 01:00:00,2046.22,2049.77,2045.1,2049.3,402
2024-01-16 02:00:00,2049.3,2049.62,2047.55,2048.3,385
2024-01-16 03:00:00,2048.3,2050.73,2047.6,2050.38,190
2024-01-16 04:00:00,2050.38,2050.99,2048.22,2048.68,678
2024-01-16 05:00:00,2048.68,2051.75,2048.12,2050.96,870
2024-01-16 06:00:00,2050.96,2054.39,2050.78,2053.63,592
2024-01-16 07:00:00,2053.63,2054.47,2050.79,2050.96,977
2024-01-16 08:00:00,2050.96,2051.72,2048.69,2049.54,998
2024-01-16 09:00:00,2049.54,2051.86,2049.22,2051.84,815
2024-01-16 10:00:00,2051.84,2051.88,2049.04,2049.31,598
2024-01-16 11:00:00,2049.31,2049.99,2045.47,2045.93,766
2024-01-16 12:00:00,2045.93,2046.44,2043.47,2043.91,833
2024-01-16 13:00:00,2043.91,2046.35,2043.12,2045.22,489
2024-01-16 14:00:00,2045.22,2045.25,2044.71,2045.06,109
2024-01-16 15:00:00,2045.06,2046.36,2044.99,2045.56,117
2024-01-16 16:00:00,2045.56,2047.93,2044.82,2047.38,211
2024-01-16 17:00:00,2047.38,2048.23,2046.34,2046.53,664
2024-01-16 18:00:00,2046.53,2047.21,2044.6,2044.76,933
2024-01-16 19:00:00,2044.76,2045.53,2043.41,2043.61,286
2024-01-16 20:00:00,2043.61,2048.24,2043.58,2047.97,590
2024-01-16 21:00:00,2047.97,2048.17,2046.53,2047.15,735
2024-01-16 22:00:00,2047.15,2048.51,2046.22,2047.93,526
2024-01-16 23:00:00,2047.93,2049.43,2047.62,2048.87,450
2024-01-17 00:00:00,2048.87,2049.21,2048.63,2048.88,335
2024-01-17 01:00:00,2048.88,2049.05,2047.9,2047.96,964
2024-01-17 02:00:00,2047.96,2049.31,2047.56,2048.57,989
2024-01-17 03:00:00,2048.57,2051.35,2047.81,2050.61,992
2024-01-17 04:00:00,2050.61,2050.7,2049.66,2050.0,474
2024-01-17 05:00:00,2050.0,2050.83,2047.51,2047.98,622
2024-01-17 06:00:00,2047.98,2048.5,2047.51,2048.09,323
2024-01-17 07:00:00,2048.09,2049.49,2047.52,2049.48,923
2024-01-17 08:00:00,2049.48,2050.81,2049.27,2050.47,236
2024-01-17 09:00:00,2050.47,2050.73,2049.97,2050.58,689
2024-01-17 10:00:00,2050.58,2051.17,2050.23,2050.36,651
2024-01-17 11:00:00,2050.36,2050.55,2047.9,2048.65,986
2024-01-17 12:00:00,2048.65,2052.23,2048.61,2052.02,237
2024-01-17 13:00:00,2052.02,2058.58,2051.83,2058.24,663
2024-01-17 14:00:00,2058.24,2058.96,2057.4,2058.88,450
2024-01-17 15:00:00,2058.88,2059.81,2058.6,2058.73,417
2024-01-17 16:00:00,2058.73,2059.5,2058.53,2059.21,121
2024-01-17 17:00:00,2059.21,2060.94,2058.97,2060.82,482
2024-01-17 18:00:00,2060.82,2061.25,2057.22,2057.51,771
2024-01-17 19:00:00,2057.51,2057.68,2055.34,2055.84,137
2024-01-17 20:00:00,2055.84,2058.49,2055.63,2057.57,441
2024-01-17 21:00:00,2057.57,2058.43,2057.14,2057.75,399
2024-01-17 22:00:00,2057.75,2057.85,2054.26,2054.63,496
2024-01-17 23:00:00,2054.63,2054.7,2050.41,2051.21,993
2024-01-18 00:00:00,2051.21,2051.26,2050.7,2050.73,381
2024-01-18 01:00:00,2050.73,2050.81,2048.35,2048.83,739
2024-01-18 02:00:00,2048.83,2049.93,2048.12,2048.79,853
2024-01-18 03:00:00,2048.79,2052.33,2048.29,2052.24,164
2024-01-18 04:00:00,2052.24,2052.32,2051.17,2051.51,970
2024-01-18 05:00:00,2051.51,2051.59,2050.02,2050.2,859
2024-01-18 06:00:00,2050.2,2051.09,2048.14,2048.71,842
2024-01-18 07:00:00,2048.71,2049.22,2047.32,2047.84,185
2024-01-18 08:00:00,2047.84,2048.34,2047.16,2047.29,385
2024-01-18 09:00:00,2047.29,2049.06,2046.95,2049.02,112
2024-01-18 10:00:00,2049.02,2049.21,2048.75,2048.82,152
2024-01-18 11:00:00,2048.82,2049.17,2047.07,2047.23,479
2024-01-18 12:00:00,2047.23,2050.02,2046.52,2049.96,946
2024-01-18 13:00:00,2049.96,2050.49,2049.08,2049.85,885
2024-01-18 14:00:00,2049.85,2050.94,2049.53,2050.04,936
2024-01-18 15:00:00,2050.04,2053.88,2049.56,2053.87,282
2024-01-18 16:00:00,2053.87,2053.94,2052.82,2052.88,887
2024-01-18 17:00:00,2052.88,2053.59,2052.43,2052.44,270
2024-01-18 18:00:00,2052.44,2052.55,2051.63,2052.24,668
2024-01-18 19:00:00,2052.24,2055.77,2051.65,2055.61,679
2024-01-18 20:00:00,2055.61,2059.82,2055.57,2059.56,579
2024-01-18 21:00:00,2059.56,2061.59,2059.54,2061.43,649
2024-01-18 22:00:00,2061.43,2061.7,2058.35,2058.52,575
2024-01-18 23:00:00,2058.52,2060.22,2058.28,2060.11,571
2024-01-19 00:00:00,2060.11,2062.26,2059.94,2061.79,506
2024-01-19 01:00:00,2061.79,2062.89,2061.77,2062.49,639
2024-01-19 02:00:00,2062.49,2064.76,2061.93,2063.84,566
2024-01-19 03:00:00,2063.84,2068.87,2063.75,2067.93,586
2024-01-19 04:00:00,2067.93,2070.59,2067.71,2070.33,851
2024-01-19 05:00:00,2070.33,2071.11,2070.15,2070.72,810
2024-01-19 06:00:00,2070.72,2071.5,2069.61,2069.76,518
2024-01-19 07:00:00,2069.76,2069.93,2069.22,2069.73,695
2024-01-19 08:00:00,2069.73,2072.5,2069.2,2072.49,828
2024-01-19 09:00:00,2072.49,2073.24,2068.35,2069.14,187
2024-01-19 10:00:00,2069.14,2069.79,2068.35,2068.84,204
2024-01-19 11:00:00,2068.84,2069.72,2068.71,2069.36,139
2024-01-19 12:00:00,2069.36,2069.66,2065.05,2065.1,359
2024-01-19 13:00:00,2065.1,2068.7,2064.17,2068.49,371
2024-01-19 14:00:00,2068.49,2068.62,2065.88,2066.5,847
2024-01-19 15:00:00,2066.5,2066.5,2061.82,2062.4,903
2024-01-19 16:00:00,2062.4,2066.29,2062.14,2066.23,137
2024-01-19 17:00:00,2066.23,2066.6,2063.73,2063.88,556
2024-01-19 18:00:00,2063.88,2065.62,2063.84,2065.18,857
2024-01-19 19:00:00,2065.18,2065.71,2064.07,2064.7,695
2024-01-19 20:00:00,2064.7,2065.35,2062.59,2062.68,265
2024-01-19 21:00:00,2062.68,2062.68,2061.7,2061.85,697
2024-01-19 22:00:00,2061.85,2062.67,2058.96,2059.27,435
2024-01-19 23:00:00,2059.27,2062.64,2059.17,2061.77,871
2024-01-22 00:00:00,2061.77,2067.57,2061.72,2067.51,858
2024-01-22 01:00:00,2067.51,2068.1,2066.84,2067.09,602
2024-01-22 02:00:00,2067.09,2067.37,2065.11,2065.51,593
2024-01-22 03:00:00,2065.51,2066.23,2065.08,2065.77,526
2024-01-22 04:00:00,2065.77,2066.08,2065.73,2066.05,747
2024-01-22 05:00:00,2066.05,2069.0,2065.94,2068.58,834
2024-01-22 06:00:00,2068.58,2068.91,2065.11,2065.14,592
2024-01-22 07:00:00,2065.14,2065.16,2062.93,2063.21,235
2024-01-22 08:00:00,2063.21,2063.7,2063.0,2063.18,784
2024-01-22 09:00:00,2063.18,2063.93,2060.82,2061.36,561
2024-01-22 10:00:00,2061.36,2061.94,2059.31,2059.78,101
2024-01-22 11:00:00,2059.78,2059.93,2054.94,2055.0,379
2024-01-22 12:00:00,2055.0,2059.45,2054.89,2059.43,393
2024-01-22 13:00:00,2059.43,2059.98,2058.73,2059.24,475
2024-01-22 14:00:00,2059.24,2062.67,2058.53,2062.01,707
2024-01-22 15:00:00,2062.01,2063.14,2061.99,2062.51,547
2024-01-22 16:00:00,2062.51,2062.84,2059.12,2059.51,418
2024-01-22 17:00:00,2059.51,2060.74,2059.25,2059.75,746
2024-01-22 18:00:00,2059.75,2061.27,2058.9,2060.82,624
2024-01-22 19:00:00,2060.82,2061.77,2060.74,2060.99,911
2024-01-22 20:00:00,2060.99,2061.25,2058.8,2060.23,903
2024-01-22 21:00:00,2060.23,2060.78,2060.11,2060.56,945
2024-01-22 22:00:00,2060.56,2061.76,2057.32,2058.06,299
2024-01-22 23:00:00,2058.06,2059.04,2057.16,2057.98,778
2024-01-23 00:00:00,2057.98,2061.78,2057.24,2061.36,523
2024-01-23 01:00:00,2061.36,2064.18,2061.07,2063.82,634
2024-01-23 02:00:00,2063.82,2068.55,2063.04,2068.34,352
2024-01-23 03:00:00,2068.34,2069.76,2067.81,2069.31,689
2024-01-23 04:00:00,2069.31,2069.44,2066.97,2067.73,966
2024-01-23 05:00:00,2067.73,2071.37,2067.69,2070.58,823
2024-01-23 06:00:00,2070.58,2070.66,2069.64,2069.75,853
2024-01-23 07:00:00,2069.75,2070.17,2064.02,2064.4,298
2024-01-23 08:00:00,2064.4,2065.2,2064.34,2065.03,266
2024-01-23 09:00:00,2065.03,2066.58,2064.84,2066.35,793
2024-01-23 10:00:00,2066.35,2066.72,2063.83,2063.93,769
2024-01-23 11:00:00,2063.93,2065.39,2063.5,2065.25,223
2024-01-23 12:00:00,2065.25,2065.55,2064.53,2065.39,385
2024-01-23 13:00:00,2065.39,2065.63,2064.59,2064.7,880
2024-01-23 14:00:00,2064.7,2068.86,2064.7,2068.26,406
